review_date,reviewer,star,helpful,text,course_name
2021-04-18,DAKSH P,5,0,"A Good Introductory course on Data Analytics. I liked the course a lot. Thanks, Google and Coursera.",foundations-data
2021-04-15,boloroo b,5,0,"The employee video makes me more impressed and more love to learn data analytics. Thank you, Google!",foundations-data
2021-04-07,Tatev T,5,0,This was a great course to refresh my Data Analytics knowledge! Thanks Google for this great course.,foundations-data
2022-09-15,‫لون ح ( ب إ,5,0,"v​ery useful course with good introduction to google data analytics professional certificate
t​hanks",foundations-data
2022-08-14,Hassan I,5,0,"I love how they made it easy and informative, thanks to all the instructors for explain it so well. ",foundations-data
2022-07-26,Turkson E,5,0,This builds your condidence in Data Analysis and makes you ready for interesting courses with ease.,foundations-data
2022-07-11,Jose O,5,0,I​t was a great refresher and introduction into Data Analytics with an overview of courses to come.,foundations-data
2022-06-20,mouhanned B l,5,0,"a very good course with an effective way of studying , i lve the instructor and his way of teaching",foundations-data
2022-05-02,VEENA K,5,0,"Its an excellent course, could learn basics of data, life cycle... gives a clear outline about Data",foundations-data
2022-03-31,lauren e,5,0,"Good stuff. Was pretty basic, but I am a beginner and understand we gotta get everyone up to speed.",foundations-data
2022-02-06,JohnPeter M,5,0,A great introduction to the Data Analytics world! It's best taken first. Now I'm headed to the 2/8. ,foundations-data
2022-01-27,Szumin C,5,0,Establish a solid understanding of the role and mindset one could expect in a data analytic career.,foundations-data
2022-01-06,Akko E,5,0,It is fully of useful information to understanding how to manage the data on the biggest operation.,foundations-data
2021-12-17,Pooja V,5,0,Love the way the program is structured. And Tony was absolutely fantastic!! Great work team Google.,foundations-data
2021-11-25,Mounir B,5,0,"I really learned a lot during this first course, something new I didn't knew before. thanks a lot .",foundations-data
2021-10-27,Alaa S,5,0,"I loved the guy, he is so passionate about the subject and you can see how grateful he's to be here",foundations-data
2021-10-15,Anmol Y,5,0,this course gives me the basic knowledge how that data life cycle and data analyst roll with data . ,foundations-data
2021-10-13,Emmanuel N,5,0,I love the content and as well as the instructor. The content is simplified for easy understanding.,foundations-data
2021-10-07,Joachim V,5,0,It is a comprehensive course that moves at a realistic pace for Beginners. Well done and Thank You.,foundations-data
2021-09-24,Gajanan W,5,0,The way they guide you through each and every slide and the way they cover the topics is excellent. ,foundations-data
2021-09-12,Abhay  M,5,0,"a​mazing course give the indepth insights of data, data analysis and required skills to perform it.",foundations-data
2021-08-29,PRAVEEN K S P,5,0,Really good. Tony was an awesome anchor and clearly explained every aspect of the intro. Thank you!,foundations-data
2021-08-28,Tejas P,5,0,Just a short review. This is the BEST Course to get hands on Data Analytics basics. Go for it guys. ,foundations-data
2021-08-25,Niladri B,5,0,Awesome Experience to became a part of this. I love You Data Coursera & Especially Google for this.,foundations-data
2021-08-21,Nilesh B,5,0,"It was a inspiring , interesting and skillful journey , Thank for make such a nice course . Thank U",foundations-data
2021-08-05,Abderrahim E,5,0,"Like the title Data, Data, Everywhere I enjoy leaning the basic of the data analysis on this course ",foundations-data
2021-06-06,Catalina E T R,5,0,"Loved this course, even if i come from very different field, the course was fantatastic! thank you!",foundations-data
2021-06-01,Rangarajan m,5,0,"Good Information about Terms & Definition on Data Science. It includes Process  , Mindset & Actions ",foundations-data
2021-05-24,Juan M F G,5,0,It was great! It's a very good introduction to data analysis and cover a lot of item in simple way.,foundations-data
2021-04-28,Sai C P,5,0,One of the best introductory courses to get to know about data and all the things that surround it.,foundations-data
2021-04-17,Deepanshi J,5,0,Very informative and elaborate to begin with! Real life examples is the best form of this training.,foundations-data
2021-04-16,Alejandro C,5,0,This is such a great course. I will suggest to focus more on using Excel rather than google sheets.,foundations-data
2021-04-16,Rolly,5,0,"Very well-structured, in terms of the exercises. Great review of founding principles and processes.",foundations-data
2021-04-15,Deep S,5,0,Best Foundation Course with all crisp details to start with this journey of Data Analytics Program.,foundations-data
2021-04-09,Saksham S,5,0,Great introduction to data analytics with comprehensive syllabus and useful foundational knowledge.,foundations-data
2022-09-27,Felipe R,5,0,"A​ great course to take, I'm doing to get a better job in the future and also for my personal use.",foundations-data
2022-09-23,A t,5,0,"T​ruly amazing for a complete beginner like me, everything was coherent and building on each other",foundations-data
2022-08-12,rabia m,5,0,Concise and Stimulating videos and course work. Keeps you hooked to learning about data analytics. ,foundations-data
2022-07-27,Ahmed H,5,0,"Brillian course, a good starter for those who are new, a fresh reminder for those are experiance.! ",foundations-data
2022-07-25,April R,5,0,The course is very enjoyable and I learned a great deal. It is really challenging and I like that!,foundations-data
2022-07-25,khireddine m,5,0,this course is build for beginner to go forward and i get the motivation to keep learn with google,foundations-data
2022-07-21,Emmanuel G,5,0,The step by step approach makes it very comprehensive for beginners and its straight to the point.,foundations-data
2022-07-02,mgbecheta p,5,0,"Wonderful course 
So  insightful and so flexible 
I highly recommend it for any budding data analyst ",foundations-data
2022-06-12,Michael A,5,0,"Honestly, the simplicity of the course and yet profound insights I gain is mindblowing, thank you.",foundations-data
2022-06-06,José A ,5,0,"Very good teacher and material, it is useful for understanding the whole process of data analysis.",foundations-data
2022-06-03,Francis D,5,0,"EXcellent class on data analysis process, ethics etc.... added more tricks to my previous studies.",foundations-data
2022-05-22,Roger D,5,0,It's a great choice for novice and also if you want to practice and reinforce your skills It's OK.,foundations-data
2022-05-13,Edle J,5,0,I​ liked this course as an introduction of what to expect of the course. Overall was a nice start!,foundations-data
2022-03-09,reeta p,5,0,"It's really awesome courses, beatifully,  broadly  and precisly explained. throughly I enjoyed it.",foundations-data
2022-02-26,Rizki H S,5,0,"The materials were easy to understand for beginner, i have an interesting learning experience here",foundations-data
2022-02-12,AUNG M Z,5,0,"For me, it's amazing to learn from Google Data Analytics. I will move forward to learn next stage.",foundations-data
2022-02-06,Nhi N,5,0,"I​nspritional and motivational, explained clearly context, and provided helpful realistic examples",foundations-data
2022-02-03,Carlos E E G,5,0,"For someone that is new in data analytics, it gives you a great picture of what it takes to be one",foundations-data
2022-02-02,Teresa O,5,0,"Great introductory insight into Data Analytics position, as well as into the Data Analyst process.",foundations-data
2022-01-24,Erin S,5,0,This course was very good at demystifying the material and presented concepts in a thoughtful way.,foundations-data
2022-01-15,Henrick M,5,0,Nice Course to Start with a Data Analytics career. Awesome Instructors from Google. Love them all!,foundations-data
2021-11-15,Kareem S P,5,0,Good introductory course. Not sure why the constant questions on pie charts and doughnut charts...,foundations-data
2021-11-15,Kumeshni P,5,0,"great course, great additional resources to go deeper if you would like to increase your knowledge ",foundations-data
2021-10-28,Amira S M,5,0,"I loved how the whole program is arranged and exceeded expectations and maintained Quality, Thanks",foundations-data
2021-10-24,ibrahim s,5,0,"great , with good explanation , materials were clear , instructors were in high & good efficiency.",foundations-data
2021-10-08,Yasitha N D Z,5,0,"I got knowledge in data analysis, its have amazing learning pattern. i really like that pattern...",foundations-data
